suite,access_pattern,pattern,n,logical_n,input_elements,block_size,stride,elapsed_ms,bytes_read,bytes_written,index_bytes_read,effective_bytes,bandwidth_gbs,bandwidth_gbs_est,peak_bandwidth_gbs,peak_bandwidth_pct,flops_per_byte_est,resident_blocks_per_sm_est,active_warps_per_sm_est,max_warps_per_sm,occupancy_est,active_warps_measured,max_warps_measured,occupancy_measured
memory,strided,strided,2097152,2097152,67108864,512,4,0.15223680138587953,8388608,8388608,0,16777216,110.20473267481658,110.20473267481658,495.0,22.263582358548806,0.125,2,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,512,8,0.24140799939632415,8388608,8388608,0,16777216,69.49734906032059,69.49734906032059,495.0,14.039868497034464,0.125,2,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,512,16,0.3934208035469055,8388608,8388608,0,16777216,42.64445562803021,42.64445562803021,495.0,8.615041541016204,0.125,2,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,512,32,0.39137919545173644,8388608,8388608,0,16777216,42.86690809059346,42.86690809059346,495.0,8.659981432443125,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,2097152,2097152,67108864,512,0,1.0107839822769165,8388608,8388608,8388608,25165824,24.897331617098697,24.897331617098697,495.0,5.029763963050242,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,2097152,2097152,67108864,1024,1,0.09761280119419098,8388608,8388608,0,16777216,171.8751618102158,171.8751618102158,495.0,34.72225491115471,0.125,1,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,1024,1,0.09744639992713929,8388608,8388608,0,16777216,172.168659001711,172.168659001711,495.0,34.78154727307293,0.125,1,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,1024,2,0.13392000049352645,8388608,8388608,0,16777216,125.27789679041251,125.27789679041251,495.0,25.308666018265153,0.125,1,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,1024,4,0.15748479962348938,8388608,8388608,0,16777216,106.53228781514494,106.53228781514494,495.0,21.521674306089885,0.125,1,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,1024,8,0.23463039994239807,8388608,8388608,0,16777216,71.50486895184434,71.50486895184434,495.0,14.445428071079666,0.125,1,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,1024,16,0.3948736071586609,8388608,8388608,0,16777216,42.48755980608977,42.48755980608977,495.0,8.58334541537167,0.125,1,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,1024,32,0.3904640018939972,8388608,8388608,0,16777216,42.96738218790951,42.96738218790951,495.0,8.680279229880709,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,2097152,2097152,67108864,1024,0,1.0116544008255004,8388608,8388608,8388608,25165824,24.87591017195687,24.87591017195687,495.0,5.025436398375126,0.08333333333333333,1,32,32,1.0,,,
memory,coalesced,coalesced,4194304,4194304,134217728,32,1,0.18190719783306122,16777216,16777216,0,33554432,184.4590670391909,184.4590670391909,495.0,37.26445798771533,0.125,16,16,32,0.5,,,
memory,strided,strided,4194304,4194304,134217728,32,1,0.18391039967536926,16777216,16777216,0,33554432,182.4498889634781,182.4498889634781,495.0,36.85856342696527,0.125,16,16,32,0.5,,,
memory,strided,strided,4194304,4194304,134217728,32,2,0.1843455970287323,16777216,16777216,0,33554432,182.01916693876976,182.01916693876976,495.0,36.77154887651915,0.125,16,16,32,0.5,,,
memory,strided,strided,4194304,4194304,134217728,32,4,0.2708992034196854,16777216,16777216,0,33554432,123.86316229958213,123.86316229958213,495.0,25.022861070622653,0.125,16,16,32,0.5,,,
memory,strided,strided,4194304,4194304,134217728,32,8,0.4048704028129578,16777216,16777216,0,33554432,82.8769694373078,82.8769694373078,495.0,16.74282210854703,0.125,16,16,32,0.5,,,
memory,strided,strided,4194304,4194304,134217728,32,16,0.7234751939773559,16777216,16777216,0,33554432,46.379519684057364,46.379519684057364,495.0,9.369599936173206,0.125,16,16,32,0.5,,,
memory,strided,strided,4194304,4194304,134217728,32,32,0.7276480078697205,16777216,16777216,0,33554432,46.11354890977404,46.11354890977404,495.0,9.315868466621017,0.125,16,16,32,0.5,,,
memory,random_gather,random_gather,4194304,4194304,134217728,32,0,1.9940352201461793,16777216,16777216,16777216,50331648,25.241102810766936,25.241102810766936,495.0,5.099212689043826,0.08333333333333333,16,16,32,0.5,,,
memory,coalesced,coalesced,4194304,4194304,134217728,64,1,0.13234560191631317,16777216,16777216,0,33554432,253.5364342610921,253.5364342610921,495.0,51.2194816689075,0.125,16,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,64,1,0.13486080169677733,16777216,16777216,0,33554432,248.807893604579,248.807893604579,495.0,50.264220930217974,0.125,16,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,64,2,0.17006719708442689,16777216,16777216,0,33554432,197.30102321462078,197.30102321462078,495.0,39.858792568610255,0.125,16,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,64,4,0.24623359739780426,16777216,16777216,0,33554432,136.27072972414453,136.27072972414453,495.0,27.52944034831203,0.125,16,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,64,8,0.4179391980171204,16777216,16777216,0,33554432,80.28543902844328,80.28543902844328,495.0,16.21928061180672,0.125,16,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,64,16,0.721619188785553,16777216,16777216,0,33554432,46.4988078497058,46.4988078497058,495.0,9.39369855549612,0.125,16,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,64,32,0.7262464165687561,16777216,16777216,0,33554432,46.20254397747282,46.20254397747282,495.0,9.333847268176328,0.125,16,32,32,1.0,,,
memory,random_gather,random_gather,4194304,4194304,134217728,64,0,2.093497610092163,16777216,16777216,16777216,50331648,24.041894176217482,24.041894176217482,495.0,4.856948318427774,0.08333333333333333,16,32,32,1.0,,,
memory,coalesced,coalesced,4194304,4194304,134217728,128,1,0.1340032011270523,16777216,16777216,0,33554432,250.4002271422313,250.4002271422313,495.0,50.58590447317805,0.125,8,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,128,1,0.13680640161037444,16777216,16777216,0,33554432,245.26945819073038,245.26945819073038,495.0,49.54938549307684,0.125,8,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,128,2,0.1753472000360489,16777216,16777216,0,33554432,191.35995324192052,191.35995324192052,495.0,38.6585764125092,0.125,8,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,128,4,0.2484863966703415,16777216,16777216,0,33554432,135.03528744277912,135.03528744277912,495.0,27.279856049046288,0.125,8,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,128,8,0.4108864009380341,16777216,16777216,0,33554432,81.66352530382322,81.66352530382322,495.0,16.497681879560247,0.125,8,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,128,16,0.721343994140625,16777216,16777216,0,33554432,46.51654726809662,46.51654726809662,495.0,9.397282276383157,0.125,8,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,128,32,0.7233728051185608,16777216,16777216,0,33554432,46.38608441258782,46.38608441258782,495.0,9.370926143957135,0.125,8,32,32,1.0,,,
memory,random_gather,random_gather,4194304,4194304,134217728,128,0,2.003891205787659,16777216,16777216,16777216,50331648,25.116956376988743,25.116956376988743,495.0,5.0741326014118675,0.08333333333333333,8,32,32,1.0,,,
memory,coalesced,coalesced,4194304,4194304,134217728,256,1,0.1332480013370514,16777216,16777216,0,33554432,251.81940189199477,251.81940189199477,495.0,50.87260644282723,0.125,4,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,256,1,0.13482879996299743,16777216,16777216,0,33554432,248.86694837607925,248.86694837607925,495.0,50.27615118708672,0.125,4,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,256,2,0.17009920179843901,16777216,16777216,0,33554432,197.2639003900836,197.2639003900836,495.0,39.85129300809769,0.125,4,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,256,4,0.24614399969577788,16777216,16777216,0,33554432,136.3203329817979,136.3203329817979,495.0,27.539461208444017,0.125,4,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,256,8,0.4106368005275726,16777216,16777216,0,33554432,81.71316344976965,81.71316344976965,495.0,16.507709787832255,0.125,4,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,256,16,0.7220224022865296,16777216,16777216,0,33554432,46.47284058463903,46.47284058463903,495.0,9.38845264336142,0.125,4,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,256,32,0.7274112105369568,16777216,16777216,0,33554432,46.128560453764464,46.128560453764464,495.0,9.3189011017706,0.125,4,32,32,1.0,,,
memory,random_gather,random_gather,4194304,4194304,134217728,256,0,1.9921472072601318,16777216,16777216,16777216,50331648,25.265024500485,25.265024500485,495.0,5.1040453536333334,0.08333333333333333,4,32,32,1.0,,,
memory,coalesced,coalesced,4194304,4194304,134217728,512,1,0.13347840011119844,16777216,16777216,0,33554432,251.38473320062582,251.38473320062582,495.0,50.78479458598502,0.125,2,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,512,1,0.13893759548664092,16777216,16777216,0,33554432,241.5072168369742,241.5072168369742,495.0,48.789336734742264,0.125,2,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,512,2,0.17429120242595672,16777216,16777216,0,33554432,192.519367202454,192.519367202454,495.0,38.89280145504121,0.125,2,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,512,4,0.24777600169181824,16777216,16777216,0,33554432,135.42244515566415,135.42244515566415,495.0,27.358069728417,0.125,2,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,512,8,0.40910080075263977,16777216,16777216,0,33554432,82.01996167758291,82.01996167758291,495.0,16.56968922779453,0.125,2,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,512,16,0.7246847987174988,16777216,16777216,0,33554432,46.30210549384022,46.30210549384022,495.0,9.353960705826307,0.125,2,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,512,32,0.7229312062263489,16777216,16777216,0,33554432,46.41441911900833,46.41441911900833,495.0,9.37665032707239,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,4194304,4194304,134217728,512,0,1.9898816108703614,16777216,16777216,16777216,50331648,25.293790205933536,25.293790205933536,495.0,5.1098566072593,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,4194304,4194304,134217728,1024,1,0.13374720215797425,16777216,16777216,0,33554432,250.87950595308527,250.87950595308527,495.0,50.682728475370766,0.125,1,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,1024,1,0.13644800186157227,16777216,16777216,0,33554432,245.91369270501502,245.91369270501502,495.0,49.67953387980101,0.125,1,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,1024,2,0.21040000021457672,16777216,16777216,0,33554432,159.47923938108113,159.47923938108113,495.0,32.218028157794166,0.125,1,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,1024,4,0.24946559965610504,16777216,16777216,0,33554432,134.5052466001552,134.5052466001552,495.0,27.172777090940446,0.125,1,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,1024,8,0.4097727954387665,16777216,16777216,0,33554432,81.88545548532915,81.88545548532915,495.0,16.542516259662456,0.125,1,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,1024,16,0.7219776153564453,16777216,16777216,0,33554432,46.475723466071656,46.475723466071656,495.0,9.38903504365084,0.125,1,32,32,1.0,,,
memory,strided,strided,4194304,4194304,134217728,1024,32,0.7201344013214112,16777216,16777216,0,33554432,46.59468001865939,46.59468001865939,495.0,9.41306667043624,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,4194304,4194304,134217728,1024,0,1.9842944145202637,16777216,16777216,16777216,50331648,25.36501016769153,25.36501016769153,495.0,5.124244478321521,0.08333333333333333,1,32,32,1.0,,,
memory,coalesced,coalesced,8388608,8388608,268435456,32,1,0.28844159841537476,33554432,33554432,0,67108864,232.66014461395005,232.66014461395005,495.0,47.00204941695961,0.125,16,16,32,0.5,,,
memory,strided,strided,8388608,8388608,268435456,32,1,0.31544320583343505,33554432,33554432,0,67108864,212.74468037024647,212.74468037024647,495.0,42.9787233071205,0.125,16,16,32,0.5,,,
memory,strided,strided,8388608,8388608,268435456,32,2,0.31344000101089475,33554432,33554432,0,67108864,214.1043382579219,214.1043382579219,495.0,43.25340166826705,0.125,16,16,32,0.5,,,
memory,strided,strided,8388608,8388608,268435456,32,4,0.440940797328949,33554432,33554432,0,67108864,152.1947263816818,152.1947263816818,495.0,30.746409370036726,0.125,16,16,32,0.5,,,
memory,strided,strided,8388608,8388608,268435456,32,8,0.7892736077308655,33554432,33554432,0,67108864,85.02610925118309,85.02610925118309,495.0,17.176991767915776,0.125,16,16,32,0.5,,,
memory,strided,strided,8388608,8388608,268435456,32,16,1.4412607908248902,33554432,33554432,0,67108864,46.562609922657344,46.562609922657344,495.0,9.4065878631631,0.125,16,16,32,0.5,,,
memory,strided,strided,8388608,8388608,268435456,32,32,1.4931519985198975,33554432,33554432,0,67108864,44.94442901092612,44.94442901092612,495.0,9.079682628469923,0.125,16,16,32,0.5,,,
memory,random_gather,random_gather,8388608,8388608,268435456,32,0,3.9825599670410154,33554432,33554432,33554432,100663296,25.27602768899206,25.27602768899206,495.0,5.1062682199983955,0.08333333333333333,16,16,32,0.5,,,
memory,coalesced,coalesced,8388608,8388608,268435456,64,1,0.21674239933490752,33554432,33554432,0,67108864,309.6249935680755,309.6249935680755,495.0,62.55050375112637,0.125,16,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,64,1,0.21799679696559907,33554432,33554432,0,67108864,307.8433487744781,307.8433487744781,495.0,62.19057550999557,0.125,16,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,64,2,0.2908416032791138,33554432,33554432,0,67108864,230.74024913690639,230.74024913690639,495.0,46.614191744829576,0.125,16,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,64,4,0.4374847948551178,33554432,33554432,0,67108864,153.3970203975306,153.3970203975306,495.0,30.989297050006183,0.125,16,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,64,8,0.775328004360199,33554432,33554432,0,67108864,86.55544959372165,86.55544959372165,495.0,17.48594941287306,0.125,16,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,64,16,1.3992639780044556,33554432,33554432,0,67108864,47.96011692926344,47.96011692926344,495.0,9.688912510962313,0.125,16,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,64,32,1.4220991849899292,33554432,33554432,0,67108864,47.190002433251685,47.190002433251685,495.0,9.53333382489933,0.125,16,32,32,1.0,,,
memory,random_gather,random_gather,8388608,8388608,268435456,64,0,4.026688003540039,33554432,33554432,33554432,100663296,24.999030446734995,24.999030446734995,495.0,5.0503091811585845,0.08333333333333333,16,32,32,1.0,,,
memory,coalesced,coalesced,8388608,8388608,268435456,128,1,0.2118336021900177,33554432,33554432,0,67108864,316.79990004514207,316.79990004514207,495.0,63.99997980709941,0.125,8,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,128,1,0.21513599753379822,33554432,33554432,0,67108864,311.9369364927275,311.9369364927275,495.0,63.01756292782375,0.125,8,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,128,2,0.28910080194473264,33554432,33554432,0,67108864,232.12963626724627,232.12963626724627,495.0,46.894876013585105,0.125,8,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,128,4,0.43683840036392213,33554432,33554432,0,67108864,153.62400362260468,153.62400362260468,495.0,31.035152246990844,0.125,8,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,128,8,0.7678591966629028,33554432,33554432,0,67108864,87.39735656179346,87.39735656179346,495.0,17.656031628645145,0.125,8,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,128,16,1.4006464242935182,33554432,33554432,0,67108864,47.912780010736476,47.912780010736476,495.0,9.67934949711848,0.125,8,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,128,32,1.4274303913116455,33554432,33554432,0,67108864,47.0137559130534,47.0137559130534,495.0,9.497728467283515,0.125,8,32,32,1.0,,,
memory,random_gather,random_gather,8388608,8388608,268435456,128,0,4.010131120681763,33554432,33554432,33554432,100663296,25.10224553028736,25.10224553028736,495.0,5.071160713189365,0.08333333333333333,8,32,32,1.0,,,
memory,coalesced,coalesced,8388608,8388608,268435456,256,1,1.9042112439870835,33554432,33554432,0,67108864,35.242342052074974,35.242342052074974,495.0,7.119665061025247,0.125,4,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,256,1,0.269580802321434,33554432,33554432,0,67108864,248.93784506206384,248.93784506206384,495.0,50.29047374991189,0.125,4,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,256,2,0.4117760002613068,33554432,33554432,0,67108864,162.97419946139098,162.97419946139098,495.0,32.92408069927091,0.125,4,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,256,4,0.5145024061203003,33554432,33554432,0,67108864,130.43449982293902,130.43449982293902,495.0,26.350404004634143,0.125,4,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,256,8,1.091097605228424,33554432,33554432,0,67108864,61.505830164433895,61.505830164433895,495.0,12.425420235239171,0.125,4,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,256,16,1.7051072120666504,33554432,33554432,0,67108864,39.35756269464233,39.35756269464233,495.0,7.951022766594411,0.125,4,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,256,32,1.4855999946594238,33554432,33554432,0,67108864,45.172902693355766,45.172902693355766,495.0,9.12583892795066,0.125,4,32,32,1.0,,,
memory,random_gather,random_gather,8388608,8388608,268435456,256,0,4.0371520042419435,33554432,33554432,33554432,100663296,24.934234800728433,24.934234800728433,495.0,5.03721915166231,0.08333333333333333,4,32,32,1.0,,,
memory,coalesced,coalesced,8388608,8388608,268435456,512,1,0.23134080469608306,33554432,33554432,0,67108864,290.08658497649054,290.08658497649054,495.0,58.60335050030112,0.125,2,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,512,1,0.23816960155963898,33554432,33554432,0,67108864,281.76922478998887,281.76922478998887,495.0,56.92307571514926,0.125,2,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,512,2,0.28808959722518923,33554432,33554432,0,67108864,232.94441953606338,232.94441953606338,495.0,47.059478694154215,0.125,2,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,512,4,0.5978112101554871,33554432,33554432,0,67108864,112.25762056644166,112.25762056644166,495.0,22.67830718513973,0.125,2,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,512,8,0.8295231938362122,33554432,33554432,0,67108864,80.90052755444775,80.90052755444775,495.0,16.343540920090454,0.125,2,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,512,16,1.4992511987686157,33554432,33554432,0,67108864,44.76158768798632,44.76158768798632,495.0,9.042744987471984,0.125,2,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,512,32,1.6405119895935059,33554432,33554432,0,67108864,40.907268234369056,40.907268234369056,495.0,8.264094592801829,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,8388608,8388608,268435456,512,0,4.030412673950195,33554432,33554432,33554432,100663296,24.975927812707127,24.975927812707127,495.0,5.045641982365076,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,8388608,8388608,268435456,1024,1,0.25226880311965943,33554432,33554432,0,67108864,266.0212565727679,266.0212565727679,495.0,53.74166799449856,0.125,1,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,1024,1,0.2631103962659836,33554432,33554432,0,67108864,255.0597199973744,255.0597199973744,495.0,51.52721616108574,0.125,1,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,1024,2,0.31008000373840333,33554432,33554432,0,67108864,216.42435239589295,216.42435239589295,495.0,43.722091393109686,0.125,1,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,1024,4,0.606822395324707,33554432,33554432,0,67108864,110.59061846933062,110.59061846933062,495.0,22.341539084713258,0.125,1,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,1024,8,0.9260159969329834,33554432,33554432,0,67108864,72.47052342753074,72.47052342753074,495.0,14.640509783339542,0.125,1,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,1024,16,1.594323182106018,33554432,33554432,0,67108864,42.09238425006948,42.09238425006948,495.0,8.503511969711006,0.125,1,32,32,1.0,,,
memory,strided,strided,8388608,8388608,268435456,1024,32,1.3984383821487427,33554432,33554432,0,67108864,47.98843113622583,47.98843113622583,495.0,9.694632552772894,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,8388608,8388608,268435456,1024,0,3.9672127246856688,33554432,33554432,33554432,100663296,25.37380851135876,25.37380851135876,495.0,5.126021921486618,0.08333333333333333,1,32,32,1.0,,,
memory,coalesced,coalesced,16777216,16777216,536870912,32,1,0.6103679895401001,67108864,67108864,0,134217728,219.8964072495518,219.8964072495518,495.0,44.42351661607107,0.125,16,16,32,0.5,,,
memory,strided,strided,16777216,16777216,536870912,32,1,0.6101760029792785,67108864,67108864,0,134217728,219.9655957373958,219.9655957373958,495.0,44.43749408836279,0.125,16,16,32,0.5,,,
memory,strided,strided,16777216,16777216,536870912,32,2,0.6173760056495666,67108864,67108864,0,134217728,217.40029863775482,217.40029863775482,495.0,43.91925225005148,0.125,16,16,32,0.5,,,
memory,strided,strided,16777216,16777216,536870912,32,4,0.8171328067779541,67108864,67108864,0,134217728,164.25448456687903,164.25448456687903,495.0,33.18272415492506,0.125,16,16,32,0.5,,,
memory,strided,strided,16777216,16777216,536870912,32,8,1.443660807609558,67108864,67108864,0,134217728,92.97040363812351,92.97040363812351,495.0,18.781899724873437,0.125,16,16,32,0.5,,,
memory,strided,strided,16777216,16777216,536870912,32,16,2.7184320449829102,67108864,67108864,0,134217728,49.37321433055862,49.37321433055862,495.0,9.974386733446186,0.125,16,16,32,0.5,,,
memory,strided,strided,16777216,16777216,536870912,32,32,2.719999980926514,67108864,67108864,0,134217728,49.34475328719723,49.34475328719723,495.0,9.968637027716612,0.125,16,16,32,0.5,,,
memory,random_gather,random_gather,16777216,16777216,536870912,32,0,7.8388158798217775,67108864,67108864,67108864,201326592,25.683291339734513,25.683291339734513,495.0,5.188543704996872,0.08333333333333333,16,16,32,0.5,,,
memory,coalesced,coalesced,16777216,16777216,536870912,64,1,0.3903232038021088,67108864,67108864,0,134217728,343.86305167767443,343.86305167767443,495.0,69.46728316720696,0.125,16,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,64,1,0.3731391966342926,67108864,67108864,0,134217728,359.6988180567492,359.6988180567492,495.0,72.66642789025236,0.125,16,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,64,2,0.5136767864227295,67108864,67108864,0,134217728,261.2882877863703,261.2882877863703,495.0,52.78551268411521,0.125,16,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,64,4,0.8113983988761901,67108864,67108864,0,134217728,165.41532271433536,165.41532271433536,495.0,33.41723691198694,0.125,16,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,64,8,1.4680000066757202,67108864,67108864,0,134217728,91.42896961147532,91.42896961147532,495.0,18.470498911409155,0.125,16,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,64,16,2.7069568157196047,67108864,67108864,0,134217728,49.582515399057144,49.582515399057144,495.0,10.016669777587301,0.125,16,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,64,32,2.7194176197052,67108864,67108864,0,134217728,49.355320428698974,49.355320428698974,495.0,9.97077180377757,0.125,16,32,32,1.0,,,
memory,random_gather,random_gather,16777216,16777216,536870912,64,0,7.892473602294922,67108864,67108864,67108864,201326592,25.508681073251804,25.508681073251804,495.0,5.153268903687233,0.08333333333333333,16,32,32,1.0,,,
memory,coalesced,coalesced,16777216,16777216,536870912,128,1,0.41167359948158266,67108864,67108864,0,134217728,326.0294761894358,326.0294761894358,495.0,65.86454064433046,0.125,8,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,128,1,0.4146048009395599,67108864,67108864,0,134217728,323.7244906374491,323.7244906374491,495.0,65.39888699746447,0.125,8,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,128,2,0.5652544021606445,67108864,67108864,0,134217728,237.44658597431942,237.44658597431942,495.0,47.969007267539276,0.125,8,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,128,4,0.9190464019775391,67108864,67108864,0,134217728,146.04020831940562,146.04020831940562,495.0,29.50307238775871,0.125,8,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,128,8,1.5561984062194825,67108864,67108864,0,134217728,86.24718253378693,86.24718253378693,495.0,17.423673239148872,0.125,8,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,128,16,2.7706432342529297,67108864,67108864,0,134217728,48.44280430648451,48.44280430648451,495.0,9.786425112421114,0.125,8,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,128,32,2.8050495624542235,67108864,67108864,0,134217728,47.84861194487017,47.84861194487017,495.0,9.666386251488923,0.125,8,32,32,1.0,,,
memory,random_gather,random_gather,16777216,16777216,536870912,128,0,7.90382719039917,67108864,67108864,67108864,201326592,25.472038690895562,25.472038690895562,495.0,5.145866402201124,0.08333333333333333,8,32,32,1.0,,,
memory,coalesced,coalesced,16777216,16777216,536870912,256,1,0.37535359859466555,67108864,67108864,0,134217728,357.57677161619057,357.57677161619057,495.0,72.23773163963446,0.125,4,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,256,1,0.38067200779914856,67108864,67108864,0,134217728,352.58102841860756,352.58102841860756,495.0,71.22849058961769,0.125,4,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,256,2,0.5197376132011413,67108864,67108864,0,134217728,258.2413213723999,258.2413213723999,495.0,52.169963913616144,0.125,4,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,256,4,0.8558976054191589,67108864,67108864,0,134217728,156.81516942002602,156.81516942002602,495.0,31.67983220606586,0.125,4,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,256,8,1.5088511943817138,67108864,67108864,0,134217728,88.95358833247887,88.95358833247887,495.0,17.970421885349268,0.125,4,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,256,16,2.734118413925171,67108864,67108864,0,134217728,49.08994698854815,49.08994698854815,495.0,9.917161007787504,0.125,4,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,256,32,2.758348846435547,67108864,67108864,0,134217728,48.658721384512965,48.658721384512965,495.0,9.830044724144035,0.125,4,32,32,1.0,,,
memory,random_gather,random_gather,16777216,16777216,536870912,256,0,7.8885376930236815,67108864,67108864,67108864,201326592,25.521408381942003,25.521408381942003,495.0,5.155840077160001,0.08333333333333333,4,32,32,1.0,,,
memory,coalesced,coalesced,16777216,16777216,536870912,512,1,0.3770240008831024,67108864,67108864,0,134217728,355.99253014561975,355.99253014561975,495.0,71.91768285770095,0.125,2,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,512,1,0.3727616012096405,67108864,67108864,0,134217728,360.06318130529803,360.06318130529803,495.0,72.74003662733294,0.125,2,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,512,2,0.5156031966209411,67108864,67108864,0,134217728,260.3120556265162,260.3120556265162,495.0,52.58829406596287,0.125,2,32,32,1.0,,,
memory,strided,strided,16777216,16777216,536870912,512,4,0.812992000579834,67108864,67108864,0,134217728,165.09108072929936,165.09108072929936,495.0,33.35173348066654,0.125,2,32,32,1.0,,,
