suite,access_pattern,pattern,n,logical_n,input_elements,block_size,stride,elapsed_ms,bytes_read,bytes_written,index_bytes_read,effective_bytes,bandwidth_gbs,bandwidth_gbs_est,peak_bandwidth_gbs,peak_bandwidth_pct,flops_per_byte_est,resident_blocks_per_sm_est,active_warps_per_sm_est,max_warps_per_sm,occupancy_est,active_warps_measured,max_warps_measured,occupancy_measured
memory,strided,strided,262144,262144,8388608,512,1,0.07122560143470764,1048576,1048576,0,2097152,29.443794896171635,29.443794896171635,495.0,5.948241393165987,0.125,2,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,512,2,0.07069439888000488,1048576,1048576,0,2097152,29.665037587484967,29.665037587484967,495.0,5.992936886360599,0.125,2,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,512,4,0.40761599540710447,1048576,1048576,0,2097152,5.1449207676589825,5.1449207676589825,495.0,1.0393779328604005,0.125,2,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,512,8,0.8047615766525269,1048576,1048576,0,2097152,2.605929583173291,2.605929583173291,495.0,0.5264504208430891,0.125,2,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,512,16,1.2936064004898071,1048576,1048576,0,2097152,1.621166994230966,1.621166994230966,495.0,0.32750848368302343,0.125,2,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,512,32,1.3550975799560547,1048576,1048576,0,2097152,1.5476022029852712,1.5476022029852712,495.0,0.3126469096939942,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,262144,262144,8388608,512,0,1.5690815925598145,1048576,1048576,1048576,3145728,2.0048211736828994,2.0048211736828994,495.0,0.40501437852179784,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,262144,262144,8388608,1024,1,0.07106560170650482,1048576,1048576,0,2097152,29.510085746702995,29.510085746702995,495.0,5.961633484182423,0.125,1,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,1024,1,0.0725823998451233,1048576,1048576,0,2097152,28.89339570577597,28.89339570577597,495.0,5.837049637530499,0.125,1,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,1024,2,0.0740096002817154,1048576,1048576,0,2097152,28.33621573440813,28.33621573440813,495.0,5.724488027153157,0.125,1,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,1024,4,0.4590656042098999,1048576,1048576,0,2097152,4.568305664305691,4.568305664305691,495.0,0.922890033193069,0.125,1,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,1024,8,0.7719040155410767,1048576,1048576,0,2097152,2.716855927391403,2.716855927391403,495.0,0.5488597833113945,0.125,1,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,1024,16,1.2360575914382934,1048576,1048576,0,2097152,1.6966458638547137,1.6966458638547137,495.0,0.34275674017266944,0.125,1,32,32,1.0,,,
memory,strided,strided,262144,262144,8388608,1024,32,1.39300479888916,1048576,1048576,0,2097152,1.5054879937760128,1.5054879937760128,495.0,0.30413898864161876,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,262144,262144,8388608,1024,0,1.530617594718933,1048576,1048576,1048576,3145728,2.0552017766251076,2.0552017766251076,495.0,0.41519227810608234,0.08333333333333333,1,32,32,1.0,,,
memory,coalesced,coalesced,524288,524288,16777216,32,1,0.07554559856653213,2097152,2097152,0,4194304,55.52016371021436,55.52016371021436,495.0,11.216194688932195,0.125,16,16,32,0.5,,,
memory,strided,strided,524288,524288,16777216,32,1,0.07178879976272583,2097152,2097152,0,4194304,58.42560418704432,58.42560418704432,495.0,11.803152361019055,0.125,16,16,32,0.5,,,
memory,strided,strided,524288,524288,16777216,32,2,0.07351040095090866,2097152,2097152,0,4194304,57.05728639408482,57.05728639408482,495.0,11.52672452405754,0.125,16,16,32,0.5,,,
memory,strided,strided,524288,524288,16777216,32,4,0.08023039996623993,2097152,2097152,0,4194304,52.278238694620946,52.278238694620946,495.0,10.561260342347666,0.125,16,16,32,0.5,,,
memory,strided,strided,524288,524288,16777216,32,8,0.10084480047225952,2097152,2097152,0,4194304,41.5916733471427,41.5916733471427,495.0,8.402358251948021,0.125,16,16,32,0.5,,,
memory,strided,strided,524288,524288,16777216,32,16,0.14000640213489532,2097152,2097152,0,4194304,29.957944322851848,29.957944322851848,495.0,6.0521099642124945,0.125,16,16,32,0.5,,,
memory,strided,strided,524288,524288,16777216,32,32,0.14101759791374208,2097152,2097152,0,4194304,29.743124702532377,29.743124702532377,495.0,6.008712061117652,0.125,16,16,32,0.5,,,
memory,random_gather,random_gather,524288,524288,16777216,32,0,0.28524799942970275,2097152,2097152,2097152,6291456,22.05609158549237,22.05609158549237,495.0,4.455776077877246,0.08333333333333333,16,16,32,0.5,,,
memory,coalesced,coalesced,524288,524288,16777216,64,1,0.06229120120406151,2097152,2097152,0,4194304,67.3338115002753,67.3338115002753,495.0,13.602790202075818,0.125,16,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,64,1,0.06358399987220764,2097152,2097152,0,4194304,65.96477114415251,65.96477114415251,495.0,13.326216392758084,0.125,16,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,64,2,0.0688511997461319,2097152,2097152,0,4194304,60.918386541777565,60.918386541777565,495.0,12.30674475591466,0.125,16,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,64,4,0.07840000092983246,2097152,2097152,0,4194304,53.49877487570284,53.49877487570284,495.0,10.807833308222795,0.125,16,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,64,8,0.10008319914340973,2097152,2097152,0,4194304,41.90817275924564,41.90817275924564,495.0,8.46629752712033,0.125,16,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,64,16,0.1393088012933731,2097152,2097152,0,4194304,30.107961313708625,30.107961313708625,495.0,6.082416427011843,0.125,16,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,64,32,0.14837120175361634,2097152,2097152,0,4194304,28.268989874227863,28.268989874227863,495.0,5.710907045298558,0.125,16,32,32,1.0,,,
memory,random_gather,random_gather,524288,524288,16777216,64,0,0.28691840171813965,2097152,2097152,2097152,6291456,21.92768383737389,21.92768383737389,495.0,4.429835118661392,0.08333333333333333,16,32,32,1.0,,,
memory,coalesced,coalesced,524288,524288,16777216,128,1,0.059360000491142276,2097152,2097152,0,4194304,70.65875952318895,70.65875952318895,495.0,14.274496873371504,0.125,8,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,128,1,0.06295040026307105,2097152,2097152,0,4194304,66.6287105796296,66.6287105796296,495.0,13.460345571642343,0.125,8,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,128,2,0.06927359998226165,2097152,2097152,0,4194304,60.54693275755847,60.54693275755847,495.0,12.231703587385551,0.125,8,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,128,4,0.07967360019683838,2097152,2097152,0,4194304,52.64358570012804,52.64358570012804,495.0,10.635067818207686,0.125,8,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,128,8,0.09922560155391694,2097152,2097152,0,4194304,42.27038117497237,42.27038117497237,495.0,8.539470944438863,0.125,8,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,128,16,0.1401728004217148,2097152,2097152,0,4194304,29.922381427647082,29.922381427647082,495.0,6.044925540938804,0.125,8,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,128,32,0.14031360149383545,2097152,2097152,0,4194304,29.89235509135066,29.89235509135066,495.0,6.0388596144142745,0.125,8,32,32,1.0,,,
memory,random_gather,random_gather,524288,524288,16777216,128,0,0.28417280316352844,2097152,2097152,2097152,6291456,22.13954301735045,22.13954301735045,495.0,4.472634953000091,0.08333333333333333,8,32,32,1.0,,,
memory,coalesced,coalesced,524288,524288,16777216,256,1,0.05816320031881332,2097152,2097152,0,4194304,72.11267566106264,72.11267566106264,495.0,14.568217305265179,0.125,4,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,256,1,0.062271999567747115,2097152,2097152,0,4194304,67.3545739516028,67.3545739516028,495.0,13.606984636687436,0.125,4,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,256,2,0.06885119825601578,2097152,2097152,0,4194304,60.91838786020734,60.91838786020734,495.0,12.30674502226411,0.125,4,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,256,4,0.07987200021743775,2097152,2097152,0,4194304,52.51282036986342,52.51282036986342,495.0,10.608650579770387,0.125,4,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,256,8,0.09856000244617462,2097152,2097152,0,4194304,42.555843099644655,42.555843099644655,495.0,8.597140020130233,0.125,4,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,256,16,0.13918080031871796,2097152,2097152,0,4194304,30.13565082536691,30.13565082536691,495.0,6.0880102677508905,0.125,4,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,256,32,0.14771199822425843,2097152,2097152,0,4194304,28.395147655047957,28.395147655047957,495.0,5.7363934656662545,0.125,4,32,32,1.0,,,
memory,random_gather,random_gather,524288,524288,16777216,256,0,0.28540160059928893,2097152,2097152,2097152,6291456,22.04422114938789,22.04422114938789,495.0,4.453378009977352,0.08333333333333333,4,32,32,1.0,,,
memory,coalesced,coalesced,524288,524288,16777216,512,1,0.05841280072927475,2097152,2097152,0,4194304,71.80453509564283,71.80453509564283,495.0,14.50596668598845,0.125,2,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,512,1,0.060281599313020705,2097152,2097152,0,4194304,69.57851231219804,69.57851231219804,495.0,14.05626511357536,0.125,2,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,512,2,0.0691648006439209,2097152,2097152,0,4194304,60.642175802593734,60.642175802593734,495.0,12.250944606584593,0.125,2,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,512,4,0.07799039781093597,2097152,2097152,0,4194304,53.77974876045403,53.77974876045403,495.0,10.86459570918263,0.125,2,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,512,8,0.09889279901981354,2097152,2097152,0,4194304,42.412633089287475,42.412633089287475,495.0,8.56820870490656,0.125,2,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,512,16,0.1370816022157669,2097152,2097152,0,4194304,30.597132891678285,30.597132891678285,495.0,6.1812389680158155,0.125,2,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,512,32,0.14010240137577057,2097152,2097152,0,4194304,29.937416909438976,29.937416909438976,495.0,6.047963012007874,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,524288,524288,16777216,512,0,0.28359040021896365,2097152,2097152,2097152,6291456,22.185010476878936,22.185010476878936,495.0,4.481820298359382,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,524288,524288,16777216,1024,1,0.05889279991388321,2097152,2097152,0,4194304,71.21930025628222,71.21930025628222,495.0,14.38773742551156,0.125,1,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,1024,1,0.060288000106811526,2097152,2097152,0,4194304,69.57112514213445,69.57112514213445,495.0,14.054772755986757,0.125,1,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,1024,2,0.06893440037965774,2097152,2097152,0,4194304,60.84486086626963,60.84486086626963,495.0,12.291891084094875,0.125,1,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,1024,4,0.07820159792900086,2097152,2097152,0,4194304,53.63450506226233,53.63450506226233,495.0,10.835253547931783,0.125,1,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,1024,8,0.09966720044612884,2097152,2097152,0,4194304,42.0830923435746,42.0830923435746,495.0,8.501634816883758,0.125,1,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,1024,16,0.13670400083065032,2097152,2097152,0,4194304,30.681647753644953,30.681647753644953,495.0,6.198312677504031,0.125,1,32,32,1.0,,,
memory,strided,strided,524288,524288,16777216,1024,32,0.15624319911003112,2097152,2097152,0,4194304,26.844714034856942,26.844714034856942,495.0,5.423174552496352,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,524288,524288,16777216,1024,0,0.2856447994709015,2097152,2097152,2097152,6291456,22.025452630867544,22.025452630867544,495.0,4.449586390074251,0.08333333333333333,1,32,32,1.0,,,
memory,coalesced,coalesced,1048576,1048576,33554432,32,1,0.09111680090427399,4194304,4194304,0,8388608,92.06433848366727,92.06433848366727,495.0,18.59885625932672,0.125,16,16,32,0.5,,,
memory,strided,strided,1048576,1048576,33554432,32,1,0.11349119991064072,4194304,4194304,0,8388608,73.91417137720737,73.91417137720737,495.0,14.932155833779264,0.125,16,16,32,0.5,,,
memory,strided,strided,1048576,1048576,33554432,32,2,0.09154559969902039,4194304,4194304,0,8388608,91.63310992095411,91.63310992095411,495.0,18.511739377970528,0.125,16,16,32,0.5,,,
memory,strided,strided,1048576,1048576,33554432,32,4,0.10270079821348191,4194304,4194304,0,8388608,81.68006623047646,81.68006623047646,495.0,16.501023480904333,0.125,16,16,32,0.5,,,
memory,strided,strided,1048576,1048576,33554432,32,8,0.14268800020217895,4194304,4194304,0,8388608,58.78986311472532,58.78986311472532,495.0,11.876740023176833,0.125,16,16,32,0.5,,,
memory,strided,strided,1048576,1048576,33554432,32,16,0.22222079932689667,4194304,4194304,0,8388608,37.748977707797664,37.748977707797664,495.0,7.626056102585387,0.125,16,16,32,0.5,,,
memory,strided,strided,1048576,1048576,33554432,32,32,0.22261120080947877,4194304,4194304,0,8388608,37.68277593174374,37.68277593174374,495.0,7.612682006412877,0.125,16,16,32,0.5,,,
memory,random_gather,random_gather,1048576,1048576,33554432,32,0,0.5243328094482422,4194304,4194304,4194304,12582912,23.99794896154039,23.99794896154039,495.0,4.8480704972808875,0.08333333333333333,16,16,32,0.5,,,
memory,coalesced,coalesced,1048576,1048576,33554432,64,1,0.07095039933919907,4194304,4194304,0,8388608,118.2320054309464,118.2320054309464,495.0,23.885253622413412,0.125,16,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,64,1,0.07424640208482743,4194304,4194304,0,8388608,112.983360330591,112.983360330591,495.0,22.824921278907272,0.125,16,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,64,2,0.08315519839525223,4194304,4194304,0,8388608,100.87893675783653,100.87893675783653,495.0,20.379583183401316,0.125,16,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,64,4,0.10047999918460845,4194304,4194304,0,8388608,83.48535099595193,83.48535099595193,495.0,16.865727473929685,0.125,16,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,64,8,0.14179199635982515,4194304,4194304,0,8388608,59.161364642276794,59.161364642276794,495.0,11.951790836823594,0.125,16,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,64,16,0.2197248011827469,4194304,4194304,0,8388608,38.17779310685609,38.17779310685609,495.0,7.7126854761325445,0.125,16,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,64,32,0.23797760009765626,4194304,4194304,0,8388608,35.249569692936056,35.249569692936056,495.0,7.121125190492132,0.125,16,32,32,1.0,,,
memory,random_gather,random_gather,1048576,1048576,33554432,64,0,0.546668803691864,4194304,4194304,4194304,12582912,23.017431971648598,23.017431971648598,495.0,4.649986256898707,0.08333333333333333,16,32,32,1.0,,,
memory,coalesced,coalesced,1048576,1048576,33554432,128,1,0.07355519980192185,4194304,4194304,0,8388608,114.04507121984356,114.04507121984356,495.0,23.039408327241123,0.125,8,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,128,1,0.0750463992357254,4194304,4194304,0,8388608,111.77895389292246,111.77895389292246,495.0,22.581606847055042,0.125,8,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,128,2,0.08298880010843276,4194304,4194304,0,8388608,101.08120600658746,101.08120600658746,495.0,20.420445657896458,0.125,8,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,128,4,0.10157439857721329,4194304,4194304,0,8388608,82.58584955955487,82.58584955955487,495.0,16.684010012031287,0.125,8,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,128,8,0.14350720047950744,4194304,4194304,0,8388608,58.454265514000305,58.454265514000305,495.0,11.80894252808087,0.125,8,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,128,16,0.2264128029346466,4194304,4194304,0,8388608,37.050060293725295,37.050060293725295,495.0,7.48486066539905,0.125,8,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,128,32,0.22188160121440886,4194304,4194304,0,8388608,37.8066858815117,37.8066858815117,495.0,7.637714319497313,0.125,8,32,32,1.0,,,
memory,random_gather,random_gather,1048576,1048576,33554432,128,0,0.5298239946365356,4194304,4194304,4194304,12582912,23.74923017337484,23.74923017337484,495.0,4.797824277449463,0.08333333333333333,8,32,32,1.0,,,
memory,coalesced,coalesced,1048576,1048576,33554432,256,1,0.11087999939918518,4194304,4194304,0,8388608,75.65483446477765,75.65483446477765,495.0,15.283804942379323,0.125,4,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,256,1,0.09382399916648865,4194304,4194304,0,8388608,89.4079134818651,89.4079134818651,495.0,18.06220474381113,0.125,4,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,256,2,0.10173439979553223,4194304,4194304,0,8388608,82.45596393019065,82.45596393019065,495.0,16.657770490947605,0.125,4,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,256,4,0.10061439871788025,4194304,4194304,0,8388608,83.3738322436474,83.3738322436474,495.0,16.84319843306008,0.125,4,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,256,8,0.14247040152549745,4194304,4194304,0,8388608,58.87965437156937,58.87965437156937,495.0,11.894879671024116,0.125,4,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,256,16,0.21964160203933716,4194304,4194304,0,8388608,38.19225466447666,38.19225466447666,495.0,7.7156070029245765,0.125,4,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,256,32,0.22055679857730864,4194304,4194304,0,8388608,38.033776578687785,38.033776578687785,495.0,7.683591228017734,0.125,4,32,32,1.0,,,
memory,random_gather,random_gather,1048576,1048576,33554432,256,0,0.5266111969947815,4194304,4194304,4194304,12582912,23.89412164383715,23.89412164383715,495.0,4.827095281583262,0.08333333333333333,4,32,32,1.0,,,
memory,coalesced,coalesced,1048576,1048576,33554432,512,1,0.07080959975719452,4194304,4194304,0,8388608,118.46710091236868,118.46710091236868,495.0,23.93274765906438,0.125,2,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,512,1,0.07487999945878983,4194304,4194304,0,8388608,112.02735123705051,112.02735123705051,495.0,22.63178812869707,0.125,2,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,512,2,0.08231679946184159,4194304,4194304,0,8388608,101.90639158521446,101.90639158521446,495.0,20.58714981519484,0.125,2,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,512,4,0.10232319980859757,4194304,4194304,0,8388608,81.98148626793783,81.98148626793783,495.0,16.561916417765218,0.125,2,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,512,8,0.1468671977519989,4194304,4194304,0,8388608,57.116960957919744,57.116960957919744,495.0,11.53877999149894,0.125,2,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,512,16,0.21998720169067382,4194304,4194304,0,8388608,38.13225467450286,38.13225467450286,495.0,7.703485792828861,0.125,2,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,512,32,0.22017920017242432,4194304,4194304,0,8388608,38.09900296408927,38.09900296408927,495.0,7.69676827557359,0.125,2,32,32,1.0,,,
memory,random_gather,random_gather,1048576,1048576,33554432,512,0,0.527020788192749,4194304,4194304,4194304,12582912,23.875551556797436,23.875551556797436,495.0,4.823343748847967,0.08333333333333333,2,32,32,1.0,,,
memory,coalesced,coalesced,1048576,1048576,33554432,1024,1,0.07301120162010193,4194304,4194304,0,8388608,114.89480810969687,114.89480810969687,495.0,23.21107234539331,0.125,1,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,1024,1,0.0743808001279831,4194304,4194304,0,8388608,112.77921164556132,112.77921164556132,495.0,22.783679120315416,0.125,1,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,1024,2,0.08249599933624267,4194304,4194304,0,8388608,101.68502797098262,101.68502797098262,495.0,20.5424298931278,0.125,1,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,1024,4,0.10163839906454086,4194304,4194304,0,8388608,82.53384623535044,82.53384623535044,495.0,16.673504289969785,0.125,1,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,1024,8,0.14289920032024384,4194304,4194304,0,8388608,58.70297371294405,58.70297371294405,495.0,11.859186608675566,0.125,1,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,1024,16,0.22147839963436128,4194304,4194304,0,8388608,37.875512979363926,37.875512979363926,495.0,7.651618783709884,0.125,1,32,32,1.0,,,
memory,strided,strided,1048576,1048576,33554432,1024,32,0.21985920071601867,4194304,4194304,0,8388608,38.15445509071577,38.15445509071577,495.0,7.707970725397126,0.125,1,32,32,1.0,,,
memory,random_gather,random_gather,1048576,1048576,33554432,1024,0,0.5427648067474365,4194304,4194304,4194304,12582912,23.182991681800726,23.182991681800726,495.0,4.683432662990046,0.08333333333333333,1,32,32,1.0,,,
memory,coalesced,coalesced,2097152,2097152,67108864,32,1,0.1322048008441925,8388608,8388608,0,16777216,126.90322811932128,126.90322811932128,495.0,25.637015781681065,0.125,16,16,32,0.5,,,
memory,strided,strided,2097152,2097152,67108864,32,1,0.12959359884262084,8388608,8388608,0,16777216,129.46022141397847,129.46022141397847,495.0,26.153580083632015,0.125,16,16,32,0.5,,,
memory,strided,strided,2097152,2097152,67108864,32,2,0.13067519962787627,8388608,8388608,0,16777216,128.38867702346332,128.38867702346332,495.0,25.937106469386528,0.125,16,16,32,0.5,,,
memory,strided,strided,2097152,2097152,67108864,32,4,0.15465600192546844,8388608,8388608,0,16777216,108.4808593984296,108.4808593984296,495.0,21.915325130995882,0.125,16,16,32,0.5,,,
memory,strided,strided,2097152,2097152,67108864,32,8,0.23287039995193481,8388608,8388608,0,16777216,72.045292160201,72.045292160201,495.0,14.554604476808283,0.125,16,16,32,0.5,,,
memory,strided,strided,2097152,2097152,67108864,32,16,0.3913024067878723,8388608,8388608,0,16777216,42.87532023562289,42.87532023562289,495.0,8.661680855681391,0.125,16,16,32,0.5,,,
memory,strided,strided,2097152,2097152,67108864,32,32,0.3900991976261139,8388608,8388608,0,16777216,43.00756346615183,43.00756346615183,495.0,8.688396659828653,0.125,16,16,32,0.5,,,
memory,random_gather,random_gather,2097152,2097152,67108864,32,0,1.0356351613998414,8388608,8388608,8388608,25165824,24.29989337749406,24.29989337749406,495.0,4.9090693691907195,0.08333333333333333,16,16,32,0.5,,,
memory,coalesced,coalesced,2097152,2097152,67108864,64,1,0.10130560100078582,8388608,8388608,0,16777216,165.60995477308168,165.60995477308168,495.0,33.45655651981448,0.125,16,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,64,1,0.10393600016832352,8388608,8388608,0,16777216,161.41871895040632,161.41871895040632,495.0,32.6098422122033,0.125,16,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,64,2,0.11521280109882355,8388608,8388608,0,16777216,145.6193742361092,145.6193742361092,495.0,29.418055401234184,0.125,16,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,64,4,0.15110400021076204,8388608,8388608,0,16777216,111.03091894720787,111.03091894720787,495.0,22.43048867620361,0.125,16,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,64,8,0.23280640244483947,8388608,8388608,0,16777216,72.06509710992655,72.06509710992655,495.0,14.55860547675284,0.125,16,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,64,16,0.38753279447555544,8388608,8388608,0,16777216,43.292377417256915,43.292377417256915,495.0,8.745934831769073,0.125,16,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,64,32,0.39946880340576174,8388608,8388608,0,16777216,41.99881406748674,41.99881406748674,495.0,8.484608902522574,0.125,16,32,32,1.0,,,
memory,random_gather,random_gather,2097152,2097152,67108864,64,0,1.023526406288147,8388608,8388608,8388608,25165824,24.587371508337245,24.587371508337245,495.0,4.96714575926005,0.08333333333333333,16,32,32,1.0,,,
memory,coalesced,coalesced,2097152,2097152,67108864,128,1,0.09586559981107712,8388608,8388608,0,16777216,175.00767775993637,175.00767775993637,495.0,35.355086416148765,0.125,8,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,128,1,0.09623680114746094,8388608,8388608,0,16777216,174.3326440609008,174.3326440609008,495.0,35.21871597189915,0.125,8,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,128,2,0.1125888004899025,8388608,8388608,0,16777216,149.01318716424782,149.01318716424782,495.0,30.10367417459552,0.125,8,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,128,4,0.15054080188274382,8388608,8388608,0,16777216,111.44630419245253,111.44630419245253,495.0,22.514404887364147,0.125,8,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,128,8,0.2318336009979248,8388608,8388608,0,16777216,72.36749085457278,72.36749085457278,495.0,14.619695122135914,0.125,8,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,128,16,0.3867200016975403,8388608,8388608,0,16777216,43.38336762090139,43.38336762090139,495.0,8.764316691091189,0.125,8,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,128,32,0.39326080679893494,8388608,8388608,0,16777216,42.66180537176643,42.66180537176643,495.0,8.618546539750794,0.125,8,32,32,1.0,,,
memory,random_gather,random_gather,2097152,2097152,67108864,128,0,1.0216768264770508,8388608,8388608,8388608,25165824,24.63188294754308,24.63188294754308,495.0,4.9761379692006225,0.08333333333333333,8,32,32,1.0,,,
memory,coalesced,coalesced,2097152,2097152,67108864,256,1,0.09486719965934753,8388608,8388608,0,16777216,176.84949129144968,176.84949129144968,495.0,35.72716995786862,0.125,4,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,256,1,0.09645439982414246,8388608,8388608,0,16777216,173.93935404282797,173.93935404282797,495.0,35.13926344299555,0.125,4,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,256,2,0.116211199760437,8388608,8388608,0,16777216,144.3683228000856,144.3683228000856,495.0,29.165317737391028,0.125,4,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,256,4,0.15146240293979646,8388608,8388608,0,16777216,110.76818850331217,110.76818850331217,495.0,22.377411818850945,0.125,4,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,256,8,0.23239040076732637,8388608,8388608,0,16777216,72.19410072276463,72.19410072276463,495.0,14.584666812679723,0.125,4,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,256,16,0.40327039957046507,8388608,8388608,0,16777216,41.602894776978175,41.602894776978175,495.0,8.404625207470339,0.125,4,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,256,32,0.3929152011871338,8388608,8388608,0,16777216,42.69933041356043,42.69933041356043,495.0,8.626127356274834,0.125,4,32,32,1.0,,,
memory,random_gather,random_gather,2097152,2097152,67108864,256,0,1.0153536081314087,8388608,8388608,8388608,25165824,24.785280515537394,24.785280515537394,495.0,5.007127376876241,0.08333333333333333,4,32,32,1.0,,,
memory,coalesced,coalesced,2097152,2097152,67108864,512,1,0.09357440024614334,8388608,8388608,0,16777216,179.29279755860867,179.29279755860867,495.0,36.22076718355731,0.125,2,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,512,1,0.09814399927854538,8388608,8388608,0,16777216,170.944898550385,170.944898550385,495.0,34.53432293947172,0.125,2,32,32,1.0,,,
memory,strided,strided,2097152,2097152,67108864,512,2,0.11446399837732316,8388608,8388608,0,16777216,146.57198977703885,146.57198977703885,495.0,29.61050298526037,0.125,2,32,32,1.0,,,
